YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2019,2019,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,4.2,,3.5,4.9,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,3.1,,2.8,3.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,3,4.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.6,3.1,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,OVERALL,OVR
2013,2013,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.7,,2.5,2.9,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.8,,3.3,6.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,MEAN,RACE,OTH
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.2,2.2,,1.9,2.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,1.4,5.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2017,2017,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.5,11.5,,8.1,16.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,WHT
2020,2020,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.6,3.2,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2013,2013,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.7,3.2,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2021,2021,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,4,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,MEAN,RACE,WHT
2015,2015,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9,9,,6,13.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,MRC
2011,2011,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.1,12.1,,9.6,15.2,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,,1.2,4.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.6,3.1,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,OVERALL,OVR
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,3.7,5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,MRC
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,,3.2,4.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.6,3.3,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.8,3.6,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2012,2012,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,BLK
2013,2013,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.2,4.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,MRC
2012,2012,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,6,6,,4,8.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,OTH
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.5,3.2,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENM
2014,2014,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9,9,,5.6,14.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,OTH
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,2.8,3.8,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2013,2013,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.8,9.8,,8,12,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,4.3,,3.8,4.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2019,2019,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,BLK
2019,2019,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.8,12.8,,9.5,17.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,WHT
2016,2016,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.5,15.5,,10.4,22.6,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,HIS
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,,3,4.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,MRC
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,2.8,5.6,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,HIS
2013,2013,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,3.4,5.2,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,HIS
2020,2020,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.5,3.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.9,3.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.2,9.2,,6.3,13.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,MRC
2013,2013,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11,11,,8.1,14.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,MRC
2019,2019,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,,12.3,17.5,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.3,4.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,MRC
2014,2014,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,,3.2,4.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.2,2.2,,1.9,2.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2016,2016,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.6,9.6,,6.7,13.7,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,WHT
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,3.3,5.6,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,3.1,3.8,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2021,2021,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.3,8.3,,5.3,11.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,MEAN,RACE,MRC
2020,2020,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.5,3.2,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENM
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,,3,3.6,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENF
2014,2014,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,2,7.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,BLK
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5,5,,4,6.1,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2,2,,1.6,2.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.7,3.3,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2020,2020,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.5,14.5,,11.2,18.4,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,WHT
2020,2020,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,,3.4,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2012,2012,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,,3.1,4.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2018,2018,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.1,10.1,,8.2,12.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.9,3.5,Gender,Male,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,MEAN,GENDER,GENM
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.7,,2.3,3.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,,3.3,4.9,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,,3.6,5.4,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,HIS
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,BLK
2021,2021,IA,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.9,10.9,,7.7,15.2,Race/Ethnicity,Hispanic,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH2_0,CRDPREV,RACE,HIS
2011,2011,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,7.7,7.7,,4.3,13.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,OTH
2020,2020,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,,3.2,4,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2011,2011,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13,13,,7.9,20.8,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,WHT
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.5,3.5,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2020,2020,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.1,14.1,,10.8,18.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,MRC
2014,2014,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.4,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2018,2018,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,BLK
2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,3.2,4,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.6,3.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2012,2012,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,WHT
2015,2015,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,5.6,5.6,,3.4,9,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,RACE,OTH
2015,2015,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.5,3.3,Gender,Male,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENM
2021,2021,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,4.2,4.7,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.5,2.5,,2.1,2.9,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2012,2012,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.6,11.6,,9.3,14.5,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2017,2017,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.1,2.1,,1.9,2.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,RACE,OTH
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,,3.4,4.4,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,2.7,3.5,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENF
2012,2012,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.4,,3,3.7,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
