Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2017,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"Other, non-Hispanic"
2017,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2018,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2018,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2018,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2018,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2018,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2019,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Black, non-Hispanic"
2019,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Hispanic
2019,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2019,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Other, non-Hispanic"
2019,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2020,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Black, non-Hispanic"
2020,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2020,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2020,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2020,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2021,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Black, non-Hispanic"
2021,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Hispanic
2021,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.2,"Multiracial, non-Hispanic"
2021,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Other, non-Hispanic"
2021,Kansas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2011,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2011,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2011,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.3,"Multiracial, non-Hispanic"
2011,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2013,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2013,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Hispanic
2013,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,"Multiracial, non-Hispanic"
2013,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,"Other, non-Hispanic"
2013,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2014,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Black, non-Hispanic"
2014,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.4,"Multiracial, non-Hispanic"
2014,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2014,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2015,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2015,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.1,"Multiracial, non-Hispanic"
2015,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2015,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2016,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2016,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,Hispanic
2016,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,"Multiracial, non-Hispanic"
2016,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Other, non-Hispanic"
2016,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2017,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2017,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2017,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2017,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2017,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2018,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Black, non-Hispanic"
2018,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Hispanic
2018,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Multiracial, non-Hispanic"
2018,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Other, non-Hispanic"
2018,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2019,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2019,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2019,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,"Multiracial, non-Hispanic"
2019,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.5,"Other, non-Hispanic"
2019,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"White, non-Hispanic"
2020,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2020,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2020,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.5,"Multiracial, non-Hispanic"
2020,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Other, non-Hispanic"
2020,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"White, non-Hispanic"
2021,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Black, non-Hispanic"
2021,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Hispanic
2021,Kentucky,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"White, non-Hispanic"
2011,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Black, non-Hispanic"
2011,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,Hispanic
2011,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,"Multiracial, non-Hispanic"
2011,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2011,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2013,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2013,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2013,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2014,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2014,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2014,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2014,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2015,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2015,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2015,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2015,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2015,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2016,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2016,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2016,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2016,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2016,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2017,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Black, non-Hispanic"
2017,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Hispanic
2017,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.3,"Multiracial, non-Hispanic"
2017,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Other, non-Hispanic"
2017,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2018,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2018,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,Hispanic
2018,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.0,"Multiracial, non-Hispanic"
2018,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2018,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2019,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Black, non-Hispanic"
2019,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,Hispanic
2019,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.7,"Multiracial, non-Hispanic"
2019,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Other, non-Hispanic"
2019,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"White, non-Hispanic"
2020,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Black, non-Hispanic"
2020,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.3,Hispanic
2020,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2020,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Other, non-Hispanic"
2020,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"White, non-Hispanic"
2021,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Black, non-Hispanic"
2021,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Hispanic
2021,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.1,"Multiracial, non-Hispanic"
2021,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Other, non-Hispanic"
2021,Louisiana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"White, non-Hispanic"
2011,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2011,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2011,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Other, non-Hispanic"
2011,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2013,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2013,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Other, non-Hispanic"
2013,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2014,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Multiracial, non-Hispanic"
2014,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Other, non-Hispanic"
2014,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2015,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Hispanic
2015,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2015,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Other, non-Hispanic"
2015,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2016,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Hispanic
2016,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2016,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Other, non-Hispanic"
2016,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2017,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,Hispanic
2017,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.6,"Multiracial, non-Hispanic"
2017,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Other, non-Hispanic"
2017,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2018,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2018,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,"Multiracial, non-Hispanic"
2018,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.7,"Other, non-Hispanic"
2018,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2019,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2019,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2019,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.8,"Other, non-Hispanic"
2019,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2020,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,Hispanic
2020,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Multiracial, non-Hispanic"
2020,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2020,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2021,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2021,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2021,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,"Other, non-Hispanic"
2021,Maine,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2011,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2011,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Hispanic
2011,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2011,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,"Other, non-Hispanic"
2011,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2013,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2013,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2013,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Multiracial, non-Hispanic"
2013,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2013,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"White, non-Hispanic"
2014,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Black, non-Hispanic"
2014,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Hispanic
2014,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Multiracial, non-Hispanic"
2014,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"Other, non-Hispanic"
2014,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2015,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2015,Maryland,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
