Year,StateAbbr,State,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.5,5.3,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.0,3.9,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.3,3.1,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,3.6,5.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.9,6.9,17.0,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.3,10.5,21.7,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.7,4.5,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.5,4.1,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,3.7,4.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,4.8,5.7,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.5,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.5,10.8,29.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.5,4.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.7,3.5,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,3.8,5.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.4,3.9,Gender,Female,POINT (-74.27369128799967 40.13057004800049)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.2,4.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.3,6.5,19.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,4.7,5.5,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.1,3.8,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2011,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.2,4.0,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,9.1,27.1,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,2.9,3.8,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2011,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,2.6,5.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.3,3.8,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.5,0.8,2.1,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.7,4.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.1,5.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.4,4.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.9,1.1,2.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.2,3.6,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.2,17.1,23.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2021,GU,Guam,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.8,3.2,8.5,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,3.5,7.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,2.8,7.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,3.6,7.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,2.6,6.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.3,11.8,19.7,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,12.3,20.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.0,18.8,25.6,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,3.2,6.0,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.0,3.5,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,4.6,5.6,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,3.2,5.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.1,1.4,2.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,1.7,4.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.4,4.9,5.8,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.0,4.8,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.3,3.8,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,1.5,3.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,1.5,3.6,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.1,4.7,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.5,7.9,13.8,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.5,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,2.8,8.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.3,12.5,18.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.4,5.1,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2019,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.3,18.1,24.9,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GU,Guam,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.7,12.6,26.7,Overall,Overall,POINT (144.793731 13.444304)
2021,GU,Guam,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,2.5,4.0,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.7,4.6,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2011,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.5,1.4,3.5,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.1,4.9,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.3,4.2,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.1,3.4,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,3.8,4.6,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,1.8,4.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.3,4.6,10.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.7,14.6,19.1,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.8,11.7,18.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,1.8,4.1,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.4,3.2,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,2.8,6.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.1,4.9,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.6,4.4,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,8.7,16.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GU,Guam,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,2.1,4.1,Gender,Male,POINT (144.793731 13.444304)
2012,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.0,4.8,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.4,5.0,5.9,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2014,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.0,3.9,Gender,Male,POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.5,5.2,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2011,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.0,3.0,7.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2015,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.1,3.8,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GU,Guam,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.1,8.1,17.6,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304)
2016,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.9,12.9,19.4,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2019,NC,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,3.3,6.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-79.15925046299964 35.466220975000454)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,2.9,5.2,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.4,10.9,16.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2017,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.6,13.0,18.5,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2020,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.0,5.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2018,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,1.9,1.3,2.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,1.6,4.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2013,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.4,4.1,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2011,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.6,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GU,Guam,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,2.1,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304)
2019,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.6,4.2,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.1,18.1,24.5,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2016,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.8,4.7,Gender,Female,POINT (-83.62758034599966 32.83968109300048)
2012,GA,Georgia,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,12.1,17.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048)
2021,GA,Georgia,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,2.8,4.7,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048)
